file_name,genre,year,artist,title,album,length,bpm,folder
Huey Lewis and the News - Do You Believe in Love,Rock,1982,Huey Lewis and the News,Do You Believe in Love,Picture This,4:07,115,D - J
Huey Lewis and the News - I Want a New Drug,Rock,1983,Huey Lewis and the News,I Want a New Drug,Sports,5:33,110,D - J
Huey Lewis and the News - The Heart of Rock & Roll,Rock,1983,Huey Lewis and the News,The Heart of Rock & Roll,Sports,4:30,143,D - J
Huey Lewis and the News - The Power of Love,Rock,1985,Huey Lewis and the News,The Power of Love,Greatest Hits,3:58,119,D - J
Hugh Cornwell - Philip K. Ridiculous,Rock,2008,Hugh Cornwell,Philip K. Ridiculous,Hoover Dam,3:55,139,D - J
Hugh Cornwell - Wrong Side of the Tracks,Rock,2008,Hugh Cornwell,Wrong Side of the Tracks,Hoover Dam,3:44,121,D - J
Hundred Reasons - I'll Never Know,Rock,2007,Hundred Reasons,I'll Never Know,"Quick The Word, Sharp The Action",3:10,97,D - J
HUNNY - Shy,Indie Rock,2017,HUNNY,Shy,Windows I,2:45,101,D - J
HushPuppies - You're Gonna Say Yeah!,Pop Rock,2005,HushPuppies,You're Gonna Say Yeah!,You're Gonna Say Yeah!,3:27,82,D - J
Husky in Denial - Would I Were,Alternative,2011,Husky in Denial,Would I Were,"It's Too Late, or So I'm Told",4:23,144,D - J
Hypernova - Viva la Resistance,Indie Rock,2010,Hypernova,Viva la Resistance,Through the Chaos,3:07,148,D - J
Hyro da Hero - Dirty South Rock,R&B/Soul/Funk,2009,Hyro da Hero,Dirty South Rock,Belo Horizonte,4:41,129,D - J
Hyro da Hero - Lights Out,R&B/Soul/Funk,2010,Hyro da Hero,Lights Out,Dirty South Rock (Single),3:57,86,D - J
I Am Abomination - Examination,Metal,2011,I Am Abomination,Examination,Passion of the Heist,4:26,135,D - J
I Am Abomination - The Deceiver,Metal,2010,I Am Abomination,The Deceiver,To Our Forefathers,4:13,105,D - J
I Am Cassettes - The Exit,Alternative,2010,I Am Cassettes,The Exit,Lovers and Liars,3:48,139,D - J
I Am Empire - The Elevator,Rock,2011,I Am Empire,The Elevator,Kings,2:33,86,D - J
I Am King Tony - Stereo Stereo,Punk,2011,I Am King Tony,Stereo Stereo,Hail To The King EP,4:58,92,D - J
I Mother Earth - Levitate,Alternative,1993,I Mother Earth,Levitate,Dig,4:46,101,D - J
I See Stars - Endless Sky,Metal,2012,I See Stars,Endless Sky,Digital Renegade,3:37,124,D - J
I See Stars - Filth Friends Unite,Metal,2012,I See Stars,Filth Friends Unite,Digital Renegade,4:07,179,D - J
I See Stars - NZT48,Metal,2012,I See Stars,NZT48,Digital Renegade,4:23,83,D - J
"I, Omega - The Ravenous",Metal,2012,"I, Omega",The Ravenous,The Ravenous,4:32,159,D - J
Icon & the Black Roses - Black Rose,Alternative,2004,Icon & the Black Roses,Black Rose,Icon & the Black Roses,3:57,131,D - J
Ida Maria - Oh My God,Alternative,2008,Ida Maria,Oh My God,Fortress Round My Heart,3:21,85,D - J
IDLEMINE - Circus,Rock,2011,IDLEMINE,Circus,Volume IV,3:04,91,D - J
IDLEMINE - Glamour Life,Hip-Hop/Rap,2006,IDLEMINE,Glamour Life,In Life,3:13,98,D - J
IDLEMINE - Radio World,Rock,2007,IDLEMINE,Radio World,Vol. III,2:42,117,D - J
IDLEMINE - Wicked N' Wild,Hip-Hop/Rap,2006,IDLEMINE,Wicked N' Wild,In Life,4:02,123,D - J
Iggy Pop - Lust for Life (Live),Rock,1977,Iggy Pop,Lust For Life (Live),Lust For Life,5:29,116,D - J
Iggy Pop - Lust For Life,Rock,1977,Iggy Pop,Lust For Life,Lust For Life,5:21,103,D - J
Iggy Pop - The Passenger,Rock,1977,Iggy Pop,The Passenger,Lust for Life,4:53,135,D - J
Ill Niño - Against the Wall,Metal,2010,Ill Niño,Against the Wall,Dead New World,3:30,81,D - J
Imagine Dragons - Believer,Alternative,2017,Imagine Dragons,Believer,Evolve,3:27,83,D - J
Imagine Dragons - Follow You,Alternative,2021,Imagine Dragons,Follow You,Follow You / Cutthroat,2:57,125,D - J
Imagine Dragons - I Bet My Life,Alternative,2015,Imagine Dragons,I Bet My Life,Smoke + Mirrors,3:17,108,D - J
Imagine Dragons - Natural,Alternative,2018,Imagine Dragons,Natural,Origins,3:13,100,D - J
Imagine Dragons - Radioactive,Alternative,2012,Imagine Dragons,Radioactive,Night Visions,3:12,136,D - J
Imagine Dragons - Thunder,Alternative,2017,Imagine Dragons,Thunder,Evolve,3:10,84,D - J
Impaled - The Last Gasp,Metal,2007,Impaled,The Last Gasp,The Last Gasp,3:56,100,D - J
Imperative Reaction - Surface,Pop/Dance/Electronic,2011,Imperative Reaction,Surface,Imperative Reaction,3:57,135,D - J
In Flames - Disconnected,Metal,2008,In Flames,Disconnected,A Sense of Purpose,3:37,110,D - J
In The Valley Below - Bloodhands (Oh My Fever),Indie Rock,2017,In The Valley Below,Bloodhands (Oh My Fever),Elephant EP,3:51,112,D - J
In This Moment - Forever,Metal,2008,In This Moment,Forever,The Dream,4:24,181,D - J
In This Moment - Mechanical Love,Metal,2008,In This Moment,Mechanical Love,The Dream,3:40,169,D - J
In This Moment - The Gun Show,Metal,2010,In This Moment,The Gun Show,A Star-Crossed Wasteland,4:44,92,D - J
Incordiales - No Pertenezco,Latin,2010,Incordiales,No Pertenezco,Incordiales,4:23,75,D - J
Incubus - Adolescents,Alternative,2011,Incubus,Adolescents,"If Not Now, When?",4:51,159,D - J
Incubus - Dig,Alternative,2006,Incubus,Dig,Light Grenades,4:22,77,D - J
Incubus - Drive,Alternative,1999,Incubus,Drive,Make Yourself,4:01,90,D - J
Incubus - Pardon Me,Alternative,1999,Incubus,Pardon Me,Make Yourself,3:52,76,D - J
Incubus - Stellar,Alternative,2000,Incubus,Stellar,Make Yourself,3:30,127,D - J
Incubus - Wish You Were Here,Alternative,2001,Incubus,Wish You Were Here,Morning View,3:37,85,D - J
Indestructible Noise Command - Rain,Metal,2009,Indestructible Noise Command,Rain,Bleed the Line,4:21,120,D - J
Inhabited - Open My Eyes,Pop Rock,2005,Inhabited,Open My Eyes,The Revolution,3:25,78,D - J
Inkubus Sukkubus - Belladonna & Aconite 2010,Rock,2010,Inkubus Sukkubus,Belladonna & Aconite 2010,Re-Record 2010,3:38,155,D - J
Inkubus Sukkubus - Death Comes (The Wedding Night),Rock,2008,Inkubus Sukkubus,Death Comes (The Wedding Night),Viva La Muerte,5:46,120,D - J
Inkubus Sukkubus - Heart of Lilith 2010,Rock,2010,Inkubus Sukkubus,Heart of Lilith 2010,Re-Record 2010,3:34,149,D - J
Inkubus Sukkubus - Queen of the May 2010,Rock,2010,Inkubus Sukkubus,Queen of the May 2010,Re-Record 2010,4:16,149,D - J
Inkubus Sukkubus - Wytches 2010,Rock,2010,Inkubus Sukkubus,Wytches 2010,Re-Record 2010,4:20,153,D - J
Insomniac Games - (pin)Ballz,Rock,2008,Insomniac Games,(pin)Ballz,Insomniac Games' Full Moon Show,3:39,127,D - J
Internal Corrosion - Legacy of Blood,Metal,2011,Internal Corrosion,Legacy of Blood,Feast or Famine,4:50,173,D - J
Interpol - All the Rage Back Home,Indie Rock,2014,Interpol,All the Rage Back Home,El Pintor,4:27,168,D - J
Interpol - Obstacle 1,Alternative,2002,Interpol,Obstacle 1,Turn On the Bright Lights,4:15,121,D - J
Interpol - PDA,Indie Rock,2002,Interpol,PDA,Turn On the Bright Lights,5:05,139,D - J
Interpol - Slow Hands,Alternative,2004,Interpol,Slow Hands,Antics,3:12,142,D - J
Intricate Unit - Discharge,Metal,2009,Intricate Unit,Discharge,Unreleased,3:49,100,D - J
INXS - Need You Tonight,Pop Rock,1987,INXS,Need You Tonight,Kick,3:09,109,D - J
INXS - What You Need,Pop Rock,1985,INXS,What You Need,Listen Like Thieves,3:42,116,D - J
"Iron & Wine - Flightless Bird, American Mouth",Alternative,2007,Iron & Wine,"Flightless Bird, American Mouth",The Shepherd's Dog,4:00,155,D - J
Iron Maiden - Run to the Hills,Metal,1982,Iron Maiden (WaveGroup),Run to the Hills,The Number of the Beast,3:59,173,D - J
Iron Maiden - The Number of the Beast,Metal,1982,Iron Maiden (WaveGroup),The Number of the Beast,The Number of the Beast,4:31,100,D - J
Iron Maiden - 2 Minutes to Midnight,Metal,1984,Iron Maiden,2 Minutes To Midnight,Powerslave,6:06,187,D - J
Iron Maiden - Aces High (Live),Metal,2008,Iron Maiden,Aces High (Live),Flight 666: Rock Band Edition,5:08,129,D - J
Iron Maiden - Can I Play With Madness,Metal,1988,Iron Maiden,Can I Play With Madness,Flight 666: Rock Band Edition,3:35,147,D - J
Iron Maiden - Fear of the Dark (live),Metal,2008,Iron Maiden,Fear of the Dark (Live),Flight 666: Rock Band Edition,7:32,90,D - J
Iron Maiden - Flight of Icarus,Metal,1983,Iron Maiden,Flight of Icarus,Piece of Mind,3:59,111,D - J
Iron Maiden - Hallowed be thy Name (live),Metal,2008,Iron Maiden,Hallowed Be Thy Name (Live),Flight 666: Rock Band Edition,7:50,118,D - J
Iron Maiden - Infinite Dreams,Metal,1988,Iron Maiden,Infinite Dreams,Seventh Son of a Seventh Son,6:17,76,D - J
Iron Maiden - Iron Maiden (live),Metal,2008,Iron Maiden,Iron Maiden (Live),Flight 666: Rock Band Edition,5:26,104,D - J
Iron Maiden - Phantom of the Opera,Metal,1980,Iron Maiden,Phantom of the Opera,Iron Maiden,7:12,87,D - J
Iron Maiden - Powerslave,Metal,1984,Iron Maiden,Powerslave,Flight 666: Rock Band Edition,6:54,137,D - J
Iron Maiden - Rime of the Ancient Mariner,Metal,1984,Iron Maiden,Rime of the Ancient Mariner,Powerslave,13:33,97,D - J
Iron Maiden - Run to the Hills (Original Version),Metal,1982,Iron Maiden,Run to the Hills (Original Version),Flight 666: Rock Band Edition,3:55,86,D - J
Iron Maiden - Seventh Son of a Seventh Son,Metal,1988,Iron Maiden,Seventh Son of a Seventh Son,Seventh Son of a Seventh Son,10:00,80,D - J
Iron Maiden - The Clairvoyant,Metal,1988,Iron Maiden,The Clairvoyant,Flight 666: Rock Band Edition,4:44,103,D - J
Iron Maiden - The Number of the Beast (Original Version),Metal,1982,Iron Maiden,The Number of the Beast (Original Version),Flight 666: Rock Band Edition,4:51,101,D - J
Iron Maiden - The Prisoner,Metal,1988,Iron Maiden,The Prisoner,The Number of the Beast,6:02,107,D - J
Iron Maiden - The Trooper,Metal,1983,Iron Maiden,The Trooper,Piece of Mind,4:14,81,D - J
Iron Maiden - The Wicker Man,Metal,2000,Iron Maiden,The Wicker Man,Brave New World,4:41,101,D - J
Iron Maiden - Wasted Years,Metal,1986,Iron Maiden,Wasted Years,Flight 666: Rock Band Edition,5:11,153,D - J
Ivoryline - The Healing,Rock,2010,Ivoryline,The Healing,Vessels,3:08,169,D - J
iwrestledabearonce - Tastes Like Kevin Bacon,Metal,2009,iwrestledabearonce,Tastes Like Kevin Bacon,It's All Happening,3:26,135,D - J
iwrestledabearonce - You Ain't No Family,Metal,2009,iwrestledabearonce,You Ain't No Family,It's All Happening,3:54,100,D - J
J.A.C.K - I Cut Off My Arms,Rock,2009,J.A.C.K.,I Cut Off My Arms,Deletist,3:26,135,D - J
Jack Bundy - 300 Thousand Miles,Punk,2012,Jack Bundy,300 Thousand Miles,300 Thousand Miles,3:18,161,D - J
Jack White & Alicia Keys - Another Way to Die,Alternative,2008,Jack White & Alicia Keys,Another Way to Die,Quantum of Solace (OST),4:25,142,D - J
Jack White - Lazaretto,Rock,2014,Jack White,Lazaretto,Lazaretto,3:46,90,D - J
Jackson 5 - ABC,R&B/Soul/Funk,1970,Jackson 5,ABC,ABC,3:17,93,D - J
Jacob Chaney - Cluster #2 (RB2 Version),Other,2010,Jacob Chaney,Cluster #2 (RB2 Version),,4:17,92,D - J
Jake Dreyer - Harmony of the Spheres,Metal,2011,Jake Dreyer,Harmony of the Spheres,In the Shadows of Madness,5:14,104,D - J
James Brown - Get Up (I Feel Like Being a) Sex Machine - Pt 1,R&B/Soul/Funk,1970,James Brown,Get Up (I Feel Like Being a) Sex Machine - Pt 1,20 All-Time Greatest Hits,5:20,107,D - J
James Brown - I Got You (I Feel Good),R&B/Soul/Funk,1966,James Brown,I Got You (I Feel Good),Alternative Studio Version,2:59,121,D - J
"James Brown - Super Bad, Pts. 1 & 2",R&B/Soul/Funk,1970,James Brown,"Super Bad, Pts. 1 & 2",20 All-Time Greatest Hits,5:11,125,D - J
James Gang - Funk #49,Classic Rock,1970,James Gang,Funk #49,Rides Again,4:20,90,D - J
James Gang - Walk Away,Rock,2010,James Gang,Walk Away,James Gang (Alternate Studio Version),3:36,102,D - J
James Silva - I MAED A GAM3 W1TH Z0MB1ES 1N IT !!!1,Indie Rock,2009,James Silva,I MAED A GAM3 W1TH Z0MB1ES 1N IT !!!1,I MAED A GAM3 W1TH Z0MB1ES 1N IT !!!1,9:45,100,D - J
James William Roy - Paper Valentines,Indie Rock,2010,James William Roy,Paper Valentines,The James Rocket,2:57,145,D - J
James William Roy - Shiny Dark Bar,Indie Rock,2010,James William Roy,Shiny Dark Bar,The James Rocket,2:58,130,D - J
"Jamestown Story - Touche, Miss Indenial",Pop Rock,2007,Jamestown Story,"Touche, Miss Indenial",One Last Breath,3:36,179,D - J
Jamey Johnson - Women,Country,2008,Jamey Johnson,Women,That Lonesome Song,3:29,103,D - J
Jamiroquai - Canned Heat,R&B/Soul/Funk,1999,Jamiroquai,Canned Heat,Synkronized,3:37,127,D - J
Jane's Addiction - Been Caught Stealing,Alternative,1990,Jane's Addiction,Been Caught Stealing,Ritual de lo Habitual,3:29,103,D - J
Jane's Addiction - Had a Dad,Alternative,1988,Jane's Addiction,Had a Dad,Nothing's Shocking,3:52,99,D - J
Jane's Addiction - Idiots Rule,Alternative,1988,Jane's Addiction,Idiots Rule,Nothing's Shocking,3:02,114,D - J
Jane's Addiction - Jane Says,Alternative,1988,Jane's Addiction,Jane Says,Nothing's Shocking,5:00,82,D - J
Jane's Addiction - Mountain Song,Alternative,1988,Jane's Addiction,Mountain Song,Nothing's Shocking,4:08,82,D - J
Jane's Addiction - Ocean Size,Alternative,1988,Jane's Addiction,Ocean Size,Nothing's Shocking,4:24,94,D - J
Jane's Addiction - Pig's in Zen,Alternative,1988,Jane's Addiction,Pig's in Zen,Nothing's Shocking,4:36,89,D - J
Jane's Addiction - Standing in the Shower... Thinking,Alternative,1988,Jane's Addiction,Standing in the Shower Thinking,Nothing's Shocking,3:08,112,D - J
Jane's Addiction - Stop!,Alternative,1990,Jane's Addiction,Stop!,Ritual de lo Habitual,4:18,123,D - J
Jane's Addiction - Stop,Alternative,1990,Jane's Addiction,Stop,Ritual de lo Habitual,4:16,122,D - J
Jane's Addiction - Summertime Rolls,Alternative,1988,Jane's Addiction,Summertime Rolls,Nothing's Shocking,6:25,111,D - J
"Jane's Addiction - Ted, Just Admit It",Alternative,1988,Jane's Addiction,"Ted, Just Admit It",Nothing's Shocking,7:29,75,D - J
Jane's Addiction - Thank You Boys,Alternative,1988,Jane's Addiction,Thank You Boys,Nothing's Shocking,1:04,182,D - J
Jane's Addiction - Up the Beach,Alternative,1988,Jane's Addiction,Up the Beach,Nothing's Shocking,3:05,116,D - J
Janet Jackson - Black Cat,R&B/Soul/Funk,1989,Janet Jackson,Black Cat,Janet Jackson's Rhythm Nation 1814,4:34,114,D - J
Janis Joplin & the Full Tilt Boogie Band - Me and Bobby McGee,Classic Rock,1971,Janis Joplin & the Full Tilt Boogie Band,Me and Bobby McGee,Pearl,4:34,92,D - J
Janis Joplin - Move Over,Rock,1971,Janis Joplin,Move Over,Pearl,3:44,131,D - J
Janis Joplin - Piece of My Heart,Classic Rock,1973,Janis Joplin,Piece of My Heart,Janis Joplin's Greatest Hits,4:31,80,D - J
Jaron and the Long Road to Love - Pray For You,Country,2010,Jaron and the Long Road to Love,Pray For You,Getting Dressed in the Dark,3:17,139,D - J
Jason Aldean - Burnin' It Down,Country,2014,Jason Aldean,Burnin' It Down,"Old Boots, New Dirt",3:43,135,D - J
Jason Aldean - Crazy Town,Country,2009,Jason Aldean,Crazy Town,Wide Open,3:07,90,D - J
Jason Aldean - Dirt Road Anthem,Country,2010,Jason Aldean,Dirt Road Anthem,My Kinda Party,3:54,127,D - J
Jason Aldean - She's Country,Country,2009,Jason Aldean,She's Country,Wide Open,3:49,86,D - J
Jason Derulo - Want To Want Me,Pop/Dance/Electronic,2015,Jason Derulo,Want To Want Me,Everything Is 4,3:32,114,D - J
Jason Mraz - I'm Yours,Pop Rock,2008,Jason Mraz,I'm Yours,We Sing. We Dance. We Steal Things.,3:46,75,D - J
Jeff Ball - Interplanetary Cruise,Pop/Dance/Electronic,2011,Jeff Ball,Interplanetary Cruise,Astroman: Original Soundtrack,1:44,159,D - J
Jeff Ball - Vapor Radian,Pop/Dance/Electronic,2012,Jeff Ball,Vapor Radian,Globulous: Original Soundtrack,3:09,149,D - J
Jeff Beck - Scatterbrain (Live),Rock,1975,Jeff Beck,Scatterbrain (Live),Blow By Blow,4:36,79,D - J
Jeff Burgess - Trixie,Alternative,2012,Jeff Burgess,Trixie,Born to Trot,2:43,110,D - J
Jeff Orr - Hanging By a Thread,Rock,2007,Jeff Orr,Hanging By a Thread,Hanging By a Thread,5:22,140,D - J
Jeff Williams ft. Casey Lee Williams - The Triumph,Rock,2018,Jeff Williams ft. Casey Lee Williams,The Triumph,RWBY: Volume 5 Soundtrack,4:15,82,D - J
Jeff Williams ft. Casey Lee Williams - This Will Be The Day,Rock,2013,Jeff Williams ft. Casey Lee Williams,This Will Be The Day,RWBY: Volume 1 Soundtrack,3:08,189,D - J
Jeff Williams ft. Casey Lee Williams - Time to Say Goodbye,Rock,2014,Jeff Williams ft. Casey Lee Williams,Time to Say Goodbye,RWBY: Volume 2 Soundtrack,3:23,83,D - J
Jefferson Airplane - Somebody To Love,Classic Rock,1967,Jefferson Airplane,Somebody to Love,Surrealistic Pillow,2:59,132,D - J
Jefferson Airplane - White Rabbit,Classic Rock,1967,Jefferson Airplane,White Rabbit,Surrealistic Pillow,2:36,105,D - J
Jefferson Starship - Jane,Classic Rock,1979,Jefferson Starship,Jane,Freedom at Point Zero,4:19,117,D - J
Jenium - Close to Home,Indie Rock,2009,Jenium,Close to Home,Jenium,4:41,179,D - J
Jenium - Desperate Days,Indie Rock,2009,Jenium,Desperate Days,Jenium,3:51,79,D - J
Jenium - Remember,Indie Rock,2009,Jenium,Remember,Jenium,3:17,159,D - J
Jenium - Tea and Taxes,Indie Rock,2009,Jenium,Tea and Taxes,Jenium,4:29,95,D - J
Jeremy Manjorin - Skinny Seventeen,Rock,2011,Jeremy Manjorin,Skinny Seventeen,Two Sigma Blues,3:58,151,D - J
Jerry Lee Lewis - Great Balls of Fire,Rock,1957,Jerry Lee Lewis,Great Balls of Fire,The Rockabilly Legends Volume 8,1:57,81,D - J
Jerry Naylor - All I Want Is You,Rock,2011,Jerry Naylor,All I Want Is You,Crickets Don't Ever Change,3:26,98,D - J
Jerry Naylor - Don't Ever Change,Rock,2011,Jerry Naylor,Don't Ever Change,Crickets Don't Ever Change,2:08,80,D - J
Jerry Naylor - My Little Girl,Rock,2012,Jerry Naylor,My Little Girl,Crickets Don't Ever Change,2:06,157,D - J
Jerry Naylor - Mystery Train,Rock,2011,Jerry Naylor,Mystery Train,Roots of it All,2:48,121,D - J
Jerry Naylor - Not Fade Away,Rock,2011,Jerry Naylor,Not Fade Away,Crickets Don't Ever Change,2:17,99,D - J
Jerry Naylor - Real Wild Child,Rock,2011,Jerry Naylor,Real Wild Child,Crickets Don't Ever Change,1:57,181,D - J
Jerry Naylor - Tear It Up,Rock,2011,Jerry Naylor,Tear It Up,Crickets Don't Ever Change,2:08,114,D - J
Jerry Naylor - Teardrops Fall Like Rain,Rock,2012,Jerry Naylor,Teardrops Fall Like Rain,Crickets Don't Ever Change,2:24,128,D - J
Jerry Naylor - That'll Be the Day,Rock,2012,Jerry Naylor,That'll Be the Day,Crickets Don't Ever Change,2:29,122,D - J
Jerry Naylor - Whole Lotta Shakin' Goin' On,Rock,2005,Jerry Naylor,Whole Lotta Shakin' Goin' On,Roots of it All,2:56,165,D - J
Jesse McCartney - Beautiful Soul,Pop Rock,2004,Jesse McCartney,Beautiful Soul,Beautiful Soul,3:42,179,D - J
Jesus Candy - Hitch Up (I'm So Stupid),Rock,2010,Jesus Candy,Hitch Up (I'm So Stupid),RIP,4:26,75,D - J
"Jesus Jones - Right Here, Right Now",Alternative,1990,Jesus Jones,"Right Here, Right Now",Doubt,3:12,107,D - J
Jet - Are You Gonna Be My Girl,Rock,2003,Jet,Are You Gonna Be My Girl,Get Born,3:39,105,D - J
Jet - She's A Genius,Rock,2009,Jet,She's A Genius,Shaka Rock,3:03,151,D - J
Jethro Tull - Aqualung,Classic Rock,1971,Jethro Tull,Aqualung,Aqualung,6:39,122,D - J
Jethro Tull - Hymn 43,Progressive Rock,1971,Jethro Tull,Hymn 43,Aqualung,3:23,91,D - J
Jim Morris Band - River of Blood,Metal,2008,Jim Morris Band,River of Blood,Lamentia,6:34,98,D - J
Jimi Hendrix - Angel,Classic Rock,1971,Jimi Hendrix,Angel,The Cry of Love,4:32,133,D - J
Jimi Hendrix - Dolly Dagger,Classic Rock,1971,Jimi Hendrix,Dolly Dagger,Rainbow Bridge,4:46,120,D - J
Jimi Hendrix - Fire (Live at Woodstock),Classic Rock,1969,The Jimi Hendrix Experience,Fire (Live at Woodstock),Are You Experienced,3:19,179,D - J
Jimi Hendrix - Fire (Live),Classic Rock,1999,Jimi Hendrix,Fire (Live),Live at Woodstock,3:20,90,D - J
Jimi Hendrix - Foxy Lady (Live at Woodstock),Classic Rock,1969,Jimi Hendrix,Foxy Lady (Live at Woodstock),Live at Woodstock,4:29,108,D - J
Jimi Hendrix - Freedom,Classic Rock,1971,Jimi Hendrix,Freedom,The Cry of Love,3:35,113,D - J
Jimi Hendrix - If 6 Was 9,Classic Rock,1967,The Jimi Hendrix Experience,If 6 Was 9,Axis: Bold as Love,5:46,75,D - J
Jimi Hendrix - Little Wing,Classic Rock,1967,The Jimi Hendrix Experience,Little Wing,Axis: Bold as Love,2:50,108,D - J
Jimi Hendrix - Stone Free,Classic Rock,1967,The Jimi Hendrix Experience,Stone Free,Valleys of Neptune,3:52,147,D - J
Jimi Hendrix - Valleys of Neptune,Classic Rock,2010,Jimi Hendrix,Valleys of Neptune,Valleys of Neptune,4:20,113,D - J
Jimi Hendrix - Voodoo Child (Slight Return) (Live),Classic Rock,1969,Jimi Hendrix,Voodoo Child (Slight Return) (Live),Live at Woodstock,6:44,105,D - J
Jimmy Buffett - Cheeseburger In Paradise,Rock,1987,Jimmy Buffett,Cheeseburger in Paradise,Jimmy buffett,3:08,135,D - J
